PERSONID,SURID,COMCOLI,SALARY
030000000104080102,3,0,33000
030000000104080103,3,1,30000
030000000104080104,3,0,9999999
030000000104080105,3,0,38000
030000000104080106,3,0,34000
030000000104080107,3,1,22000
030000000104080108,3,0,35000
030000000104080109,3,0,19000
030000000104080200,3,0,9999999
030000000104080201,3,0,33000
030000000104080202,3,0,22000
030000000104080203,3,0,9999998
030000000104080204,3,0,9999998
030000000104080205,3,0,12000
030000000104080206,3,0,42000
030000000104080207,3,0,29000
030000000104080208,3,0,30000
030000000104080209,3,1,25000
030000000104080300,3,1,21000
030000000104080301,3,1,21000
030000000104080302,3,0,29000
030000000104080303,3,0,39000
030000000104080304,3,0,9999999
030000000104080305,3,0,9999999
030000000104080306,3,1,9999999
030000000104080307,3,0,41000
030000000104080308,3,1,28000
030000000104080309,3,0,42000
030000000104080400,3,0,9999998
030000000104080401,3,1,9999999
030000000104080402,3,1,25000
030000000104080403,3,1,11000
030000000104080404,3,0,42000
030000000104080405,3,1,24000
030000000104080406,3,0,32000
030000000104080407,3,0,42000
030000000104080408,3,1,9999998
030000000104080409,3,1,35000
030000000104080500,3,0,9999999
030000000104080501,3,0,25000
030000000104080502,3,0,27000
030000000104080503,3,0,9999999
030000000104080504,3,1,9999998
030000000104080505,3,1,22000
030000000104080506,3,1,17000
030000000104080507,3,1,25000
030000000104080508,3,1,33000
030000000104080509,3,1,9999999
030000000104080600,3,0,9999999
030000000104080601,3,1,9000
030000000104080602,3,1,9999998
030000000104080603,3,0,22000
030000000104080605,3,1,42000
030000000104080606,3,1,16000
030000000104080607,3,0,30000
030000000104080608,3,1,9999998
030000000104080609,3,1,43000
030000000104080700,3,0,18000
030000000104080701,3,0,9999998
030000000104080702,3,1,26000
030000000104080703,3,0,9999998
030000000104080704,3,1,41000
030000000104080705,3,0,40000
030000000104080706,3,0,9999999
030000000104080707,3,1,31000
030000000104080708,3,0,26000
030000000104080709,3,1,9999999
030000000104080800,3,0,52000
030000000104080801,3,0,41000
030000000104080802,3,0,9999999
030000000104080803,3,0,9999998
030000000104080804,3,0,12000
030000000104080805,3,0,9999999
030000000104080806,3,0,24000
030000000104080807,3,1,30000
030000000104080808,3,1,9999999
030000000104080809,3,0,31000
030000000104080900,3,1,36000
030000000104080901,3,1,20000
030000000104080902,3,0,24000
030000000104080903,3,1,31000
030000000104080904,3,1,9999999
030000000104080905,3,0,28000
030000000104080906,3,0,19000
030000000104080907,3,0,32000
030000000104080908,3,0,9999998
030000000104080909,3,0,83000
030000000104090000,3,0,9999999
030000000104090001,3,1,20000
030000000104090002,3,0,9999999
030000000104090003,3,0,9999998
030000000104090004,3,0,36000
030000000104090005,3,1,9999998
030000000104090006,3,0,9999998
030000000104090007,3,0,20000
030000000104090008,3,1,9999999
030000000104090009,3,1,33000
030000000104090100,3,0,48000
030000000104090101,3,0,33000
030000000104090102,3,1,34000
030000000104090103,3,1,45000
030000000104090104,3,0,9999999
030000000104090105,3,0,14000
030000000104090106,3,0,9999999
030000000104090107,3,0,9999999
030000000104090108,3,1,29000
030000000104090109,3,1,9999999
030000000104090200,3,0,36000
030000000104090201,3,1,40000
030000000104090202,3,1,45000
030000000104090203,3,1,24000
030000000104090204,3,0,9999999
030000000104090205,3,1,33000
030000000104090206,3,0,18000
030000000104090207,3,0,9999999
030000000104090208,3,1,9999998
030000000104090209,3,1,38000
030000000104090300,3,0,9999999
030000000104090301,3,0,9999999
030000000104090302,3,0,39000
030000000104090303,3,0,17000
030000000104090304,3,0,30000
030000000104090305,3,1,9999999
030000000104090306,3,0,25000
030000000104090307,3,0,22000
030000000104090308,3,1,24000
030000000104090309,3,0,30000
030000000104090400,3,1,17000
030000000104090401,3,0,9999999
030000000104090402,3,0,9999999
030000000104090403,3,0,21000
030000000104090404,3,0,38000
030000000104090405,3,0,9999999
030000000104090406,3,0,57000
030000000104090407,3,0,20000
030000000104090408,3,0,9999999
030000000104090409,3,1,9999999
030000000104090500,3,1,9999999
030000000104090501,3,0,42000
030000000104090502,3,0,54000
030000000104090503,3,1,38000
030000000104090504,3,0,32000
030000000104090505,3,0,9999998
030000000104090506,3,0,29000
030000000104090507,3,1,42000
030000000104090508,3,1,40000
030000000104090509,3,0,9999999
030000000104090600,3,0,19000
030000000104090601,3,0,32000
030000000104090602,3,1,36000
030000000104090603,3,1,55000
030000000104090604,3,0,71000
030000000104090605,3,1,28000
030000000104090606,3,0,30000
030000000104090607,3,0,46000
030000000104090608,3,0,35000
030000000104090609,3,0,44000
030000000104090700,3,1,30000
030000000104090701,3,0,9999999
030000000104090702,3,0,28000
030000000104090703,3,0,28000
030000000104090704,3,0,9999998
030000000104090705,3,0,36000
030000000104090706,3,0,53000
030000000104090707,3,1,25000
030000000104090708,3,0,35000
030000000104090709,3,1,9999999
030000000104090800,3,1,9999999
030000000104090801,3,1,52000
030000000104090802,3,0,43000
030000000104090803,3,0,48000
030000000104090804,3,0,15000
030000000104090805,3,1,52000
030000000104090806,3,1,29000
030000000104090807,3,0,14000
030000000104090808,3,0,42000
030000000104090809,3,1,9999999
030000000104090900,3,0,26000
030000000104090901,3,0,9999999
030000000104090902,3,0,28000
030000000104090903,3,1,35000
030000000104090904,3,0,31000
030000000104090905,3,0,9999999
030000000104090906,3,0,9999999
030000000104090907,3,0,22000
030000000104090908,3,1,9999998
030000000104090909,3,0,9999999
030000000105000000,3,0,36000
030000000105000001,3,0,9999998
030000000105000002,3,0,9999999
030000000105000003,3,1,27000
030000000105000004,3,0,37000
030000000105000005,3,0,9999998
030000000105000006,3,0,9999999
030000000105000007,3,1,9999999
030000000105000008,3,0,14000
030000000105000009,3,0,9999998
030000000105000100,3,0,29000
030000000105000101,3,1,38000
030000000105000102,3,0,9999999
030000000105000103,3,1,9999999
030000000105000104,3,1,9999998
030000000105000105,3,0,9999998
030000000105000106,3,0,22000
030000000105000107,3,0,33000
030000000105000108,3,0,9999999
030000000105000109,3,0,9999999
030000000105000200,3,1,34000
030000000105000201,3,0,9999999
030000000105000202,3,1,20000
030000000105000203,3,1,9999999
030000000105000204,3,0,9999999
030000000105000205,3,1,22000
030000000105000206,3,0,24000
030000000105000207,3,0,30000
030000000105000208,3,1,34000
030000000105000209,3,1,30000
030000000105000300,3,1,9999998
030000000105000301,3,0,38000
030000000105000302,3,1,28000
030000000105000303,3,1,9999998
030000000105000304,3,0,41000
030000000105000305,3,1,35000
030000000105000306,3,0,34000
030000000105000307,3,1,9999999
030000000105000308,3,0,9999999
030000000105000309,3,1,30000
030000000105000400,3,0,20000
030000000105000401,3,1,12000
030000000105000402,3,0,21000
030000000105000403,3,1,9999999
030000000105000404,3,0,23000
030000000105000405,3,1,23000
030000000105000406,3,0,9000
030000000105000407,3,0,9999999
030000000105000408,3,0,49000
030000000105000409,3,1,36000
030000000105000500,3,0,9999999
030000000105000501,3,0,9999998
030000000105000502,3,0,29000
030000000105000503,3,0,49000
030000000105000504,3,0,9999999
030000000105000505,3,0,9999998
030000000105000506,3,0,9000
030000000105000507,3,0,32000
030000000105000508,3,0,28000
030000000105000509,3,0,9999999
030000000105000600,3,0,38000
030000000105000601,3,0,9999999
030000000105000602,3,0,42000
030000000105000603,3,0,24000
030000000105000604,3,0,29000
030000000105000605,3,0,24000
030000000105000606,3,0,9999998
030000000105000607,3,0,21000
030000000105000608,3,1,50000
030000000105000609,3,1,28000
030000000105000700,3,0,42000
030000000105000701,3,1,24000
030000000105000702,3,0,9999999
030000000105000703,3,0,36000
030000000105000704,3,0,9999999
030000000105000705,3,0,40000
030000000105000706,3,0,9999999
030000000105000707,3,0,30000
030000000105000708,3,0,9999998
030000000105000709,3,0,9999999
030000000105000800,3,1,30000
030000000105000801,3,0,20000
030000000105000802,3,0,38000
030000000105000803,3,1,40000
030000000105000804,3,1,9999999
030000000105000805,3,0,26000
030000000105000806,3,0,38000
030000000105000807,3,0,46000
030000000105000808,3,1,31000
030000000105000809,3,0,9999999
030000000105000900,3,1,21000
030000000105000901,3,0,9999999
030000000105000902,3,1,37000
030000000105000903,3,1,38000
030000000105000904,3,0,9999999
030000000105000905,3,1,9999999
030000000105000906,3,1,42000
030000000105000907,3,0,36000
030000000105000908,3,0,9999999
030000000105000909,3,0,18000
030000000105010000,3,0,13000
030000000105010001,3,0,9999999
030000000105010002,3,0,9000
030000000105010003,3,1,40000
030000000105010004,3,0,9999999
030000000105010005,3,0,25000
030000000105010006,3,0,9999999
030000000105010007,3,0,32000
030000000105010008,3,0,38000
030000000105010009,3,0,33000
030000000105010100,3,0,39000
030000000105010101,3,1,30000
030000000105010102,3,0,40000
030000000105010103,3,0,25000
030000000105010104,3,0,9999999
030000000105010105,3,1,33000
030000000105010106,3,0,19000
030000000105010107,3,1,26000
030000000105010108,3,1,20000
030000000105010109,3,0,15000
030000000105010200,3,0,14000
030000000105010201,3,1,16000
030000000105010202,3,0,9999999
030000000105010203,3,1,23000
030000000105010204,3,1,44000
030000000105010205,3,0,9999998
030000000105010206,3,0,33000
030000000105010207,3,0,41000
030000000105010208,3,0,28000
030000000105010209,3,1,38000
030000000105010300,3,1,31000
030000000105010301,3,0,29000
030000000105010302,3,1,30000
030000000105010303,3,1,43000
030000000105010304,3,0,31000
030000000105010305,3,1,34000
030000000105010306,3,0,23000
030000000105010307,3,0,20000
030000000105010308,3,0,44000
030000000105010309,3,0,41000
030000000105010400,3,0,9999999
030000000105010401,3,0,35000
030000000105010402,3,0,18000
030000000105010403,3,1,9999999
030000000105010404,3,1,45000
030000000105010405,3,1,9999998
030000000105010406,3,0,9999999
030000000105010407,3,0,24000
030000000105010408,3,1,50000
030000000105010409,3,1,54000
030000000105010500,3,0,30000
030000000105010501,3,0,21000
030000000105010502,3,0,29000
030000000105010503,3,0,9999998
030000000105010504,3,0,9999999
030000000105010505,3,0,16000
030000000105010506,3,0,9999998
030000000105010507,3,0,9999998
030000000105010508,3,0,61000
030000000105010509,3,0,9999998
030000000105010600,3,1,9999998
030000000105010601,3,0,9999998
030000000105010602,3,1,36000
030000000105010603,3,1,23000
030000000105010604,3,0,9999998
030000000105010605,3,1,49000
030000000105010606,3,0,44000
030000000105010607,3,1,43000
030000000105010608,3,0,35000
030000000105010609,3,0,30000
030000000105010700,3,1,49000
030000000105010701,3,1,9999998
030000000105010702,3,0,9999998
030000000105010703,3,0,34000
030000000105010704,3,0,28000
030000000105010705,3,1,9999998
030000000105010706,3,0,9999999
030000000105010707,3,0,29000
030000000105010708,3,1,9999998
030000000105010709,3,0,32000
030000000105010800,3,0,35000
030000000105010801,3,0,25000
030000000105010802,3,0,31000
030000000105010803,3,1,48000
030000000105010804,3,0,19000
030000000105010805,3,0,47000
030000000105010806,3,0,14000
030000000105010807,3,1,9999998
030000000105010808,3,1,36000
030000000105010809,3,1,9999999
030000000105010900,3,0,43000
030000000105010901,3,1,35000
030000000105010902,3,1,38000
030000000105010903,3,0,26000
030000000105010904,3,1,28000
030000000105010905,3,1,36000
030000000105010906,3,0,9999999
030000000105010907,3,0,34000
030000000105010908,3,0,48000
030000000105010909,3,1,21000
030000000105020000,3,1,41000
030000000105020001,3,1,70000
030000000105020002,3,0,40000
030000000105020003,3,0,30000
030000000105020004,3,1,9999999
030000000105020005,3,0,9999998
030000000105020006,3,0,9999998
030000000105020007,3,1,9999999
030000000105020008,3,1,46000
030000000105020009,3,1,28000
030000000105020100,3,1,37000
030000000105020101,3,0,45000
030000000105020102,3,0,27000
030000000105020103,3,0,39000
030000000105020104,3,0,39000
030000000105020105,3,0,11000
030000000105020106,3,0,10000
030000000105020107,3,1,35000
030000000105020108,3,0,9999999
030000000105020109,3,1,45000
030000000105020200,3,0,43000
030000000105020201,3,0,9999999
030000000105020202,3,1,32000
030000000105020203,3,0,9999999
030000000105020204,3,0,22000
030000000105020205,3,0,9999999
030000000105020206,3,0,39000
030000000105020207,3,1,9999998
030000000105020208,3,0,30000
030000000105020209,3,1,9999998
030000000105020300,3,0,27000
030000000105020301,3,0,28000
030000000105020302,3,0,14000
030000000105020303,3,0,9999998
030000000105020304,3,0,9999998
030000000105020305,3,0,34000
030000000105020306,3,0,40000
030000000105020307,3,0,16000
030000000105020308,3,0,9999998
030000000105020309,3,1,43000
030000000105020400,3,1,67000
030000000105020401,3,0,18000
030000000105020402,3,0,9999999
030000000105020403,3,0,14000
030000000105020404,3,0,12000
030000000105020405,3,1,38000
030000000105020406,3,1,9999998
030000000105020407,3,1,23000
030000000105020408,3,0,9999998
030000000105020409,3,0,9999999
030000000105020500,3,1,26000
030000000105020501,3,0,36000
030000000105020502,3,1,9999998
030000000105020503,3,0,9999999
030000000105020504,3,0,9999999
030000000105020505,3,0,24000
030000000105020506,3,0,9999998
030000000105020507,3,1,9999998
030000000105020508,3,0,23000
030000000105020509,3,1,39000
030000000105020600,3,0,57000
030000000105020601,3,1,9999999
030000000105020602,3,0,37000
030000000105020603,3,0,9999998
030000000105020604,3,0,40000
030000000105020605,3,0,35000
030000000105020606,3,1,47000
030000000105020607,3,0,9999999
030000000105020608,3,0,28000
030000000105020609,3,0,9999999
030000000105020700,3,0,42000
030000000105020701,3,0,28000
030000000105020702,3,1,21000
030000000105020703,3,1,30000
030000000105020704,3,0,30000
030000000105020705,3,1,32000
030000000105020706,3,0,14000
030000000105020707,3,1,9999998
030000000105020708,3,0,40000
030000000105020709,3,1,9999999
030000000105020800,3,0,9999998
030000000105020801,3,1,53000
030000000105020802,3,1,40000
030000000105020803,3,0,60000
030000000105020804,3,0,9000
030000000105020805,3,0,9999998
030000000105020806,3,1,30000
030000000105020807,3,0,44000
030000000105020808,3,0,55000
030000000105020809,3,0,46000
030000000105020900,3,1,17000
030000000105020901,3,1,48000
030000000105020902,3,0,45000
030000000105020903,3,0,50000
030000000105020904,3,0,33000
030000000105020905,3,1,9999999
030000000105020906,3,0,23000
030000000105020907,3,0,46000
030000000105020908,3,0,22000
030000000105020909,3,1,36000
030000000105030000,3,0,41000
030000000105030001,3,0,9999998
030000000105030002,3,1,9999999
030000000105030003,3,1,12000
030000000105030004,3,0,47000
030000000105030005,3,0,44000
030000000105030006,3,1,20000
030000000105030007,3,0,13000
030000000105030008,3,1,45000
030000000105030009,3,0,30000
030000000105030100,3,0,9999998
030000000105030101,3,0,23000
030000000105030102,3,0,20000
030000000105030103,3,0,15000
030000000105030104,3,0,9999999
030000000105030105,3,0,60000
030000000105030106,3,1,9999998
030000000105030107,3,1,42000
030000000105030108,3,0,12000
030000000105030109,3,0,27000
030000000105030200,3,1,34000
030000000105030201,3,0,14000
030000000105030202,3,1,42000
030000000105030203,3,0,29000
030000000105030204,3,1,38000
030000000105030205,3,0,31000
030000000105030206,3,1,33000
030000000105030207,3,1,9999999
030000000105030208,3,0,9999999
030000000105030209,3,0,9999999
030000000105030300,3,1,50000
030000000105030301,3,0,9999998
030000000105030302,3,0,75000
030000000105030303,3,1,40000
030000000105030304,3,0,9999999
030000000105030305,3,0,9999998
030000000105030306,3,0,9999999
030000000105030307,3,0,12000
030000000105030308,3,0,9999998
030000000105030309,3,1,39000
030000000105030400,3,0,9999999
030000000105030401,3,0,50000
030000000105030402,3,1,40000
030000000105030403,3,0,9999998
030000000105030404,3,0,36000
030000000105030405,3,0,9999998
030000000105030406,3,1,35000
030000000105030407,3,0,50000
030000000105030408,3,0,9999999
030000000105030409,3,1,45000
030000000105030500,3,0,32000
030000000105030501,3,0,9999999
030000000105030502,3,0,9999999
030000000105030503,3,0,44000
030000000105030504,3,1,9999998
030000000105030505,3,1,37000
030000000105030506,3,0,35000
030000000105030507,3,1,29000
030000000105030508,3,0,32000
030000000105030509,3,1,30000
030000000105030600,3,0,12000
030000000105030601,3,1,48000
030000000105030602,3,0,25000
030000000105030603,3,0,61000
030000000105030604,3,1,30000
030000000105030605,3,1,30000
030000000105030606,3,0,9999998
030000000105030607,3,1,9000
030000000105030608,3,0,9999999
030000000105030609,3,0,46000
030000000105030700,3,0,20000
030000000105030701,3,0,9999998
030000000105030702,3,0,42000
030000000105030703,3,1,18000
030000000105030704,3,0,9999998
030000000105030705,3,0,9999999
030000000105030706,3,0,40000
030000000105030707,3,1,20000
030000000105030708,3,0,9999999
030000000105030709,3,1,41000
030000000105030800,3,0,37000
030000000105030801,3,0,43000
030000000105030802,3,0,32000
030000000105030803,3,0,40000
030000000105030804,3,0,9999998
030000000105030805,3,1,26000
030000000105030806,3,0,9999999
030000000105030807,3,1,27000
030000000105030808,3,0,9999998
030000000105030809,3,0,17000
030000000105030900,3,1,44000
030000000105030901,3,0,34000
030000000105030902,3,1,18000
030000000105030903,3,0,9999998
030000000105030904,3,0,47000
030000000105030905,3,0,23000
030000000105030906,3,0,9999999
030000000105030907,3,1,45000
030000000105030908,3,1,17000
030000000105030909,3,0,42000
030000000105040000,3,0,25000
030000000105040001,3,1,9999998
030000000105040002,3,0,9999998
030000000105040003,3,0,9999999
030000000105040004,3,0,29000
030000000105040005,3,1,26000
030000000105040006,3,1,20000
030000000105040007,3,1,28000
030000000105040008,3,0,36000
030000000105040009,3,0,31000
030000000105040100,3,1,48000
030000000105040101,3,0,23000
030000000105040102,3,0,21000
030000000105040103,3,0,9999999
030000000105040104,3,0,38000
030000000105040105,3,1,17000
030000000105040106,3,1,42000
030000000105040107,3,0,37000
030000000105040108,3,1,42000
030000000105040109,3,1,16000
030000000105040200,3,0,41000
030000000105040201,3,1,40000
030000000105040202,3,1,40000
030000000105040203,3,1,9999999
030000000105040204,3,1,32000
030000000105040205,3,0,49000
030000000105040206,3,1,9999999
030000000105040207,3,1,65000
030000000105040208,3,0,27000
030000000105040209,3,0,9999999
030000000105040300,3,0,16000
030000000105040302,3,0,42000
030000000105040303,3,0,32000
030000000105040304,3,0,19000
030000000105040305,3,0,37000
030000000105040306,3,0,9999998
030000000105040307,3,1,29000
030000000105040308,3,1,23000
030000000105040309,3,0,9999999
030000000105040400,3,0,16000
030000000105040401,3,0,67000
030000000105040402,3,0,53000
030000000105040403,3,1,51000
030000000105040404,3,0,30000
030000000105040405,3,0,15000
030000000105040406,3,0,12000
030000000105040407,3,1,9999999
030000000105040408,3,1,26000
030000000105040409,3,1,39000
030000000105040500,3,0,37000
030000000105040501,3,1,9999998
030000000105040502,3,0,9999999
030000000105040503,3,0,50000
030000000105040504,3,0,30000
030000000105040505,3,0,37000
030000000105040506,3,0,44000
030000000105040507,3,0,40000
030000000105040508,3,1,40000
030000000105040509,3,0,14000
030000000105040600,3,0,28000
030000000105040601,3,1,16000
030000000105040602,3,1,33000
030000000105040603,3,1,19000
030000000105040604,3,0,24000
030000000105040605,3,1,27000
030000000105040606,3,1,13000
030000000105040607,3,0,9999999
030000000105040608,3,0,12000
030000000105040609,3,0,9999999
030000000105040700,3,0,9999999
030000000105040701,3,0,18000
030000000105040702,3,1,9999998
030000000105040703,3,0,9999999
030000000105040704,3,1,23000
030000000105040705,3,0,20000
030000000105040706,3,0,9999999
030000000105040707,3,0,14000
030000000105040708,3,1,9999998
030000000105040709,3,1,35000
030000000105040800,3,1,35000
030000000105040801,3,0,20000
030000000105040802,3,1,32000
030000000105040803,3,1,33000
030000000105040804,3,1,34000
030000000105040805,3,0,24000
030000000105040806,3,0,38000
030000000105040807,3,1,31000
030000000105040808,3,1,14000
030000000105040809,3,0,9999999
030000000105040900,3,0,41000
030000000105040901,3,0,19000
030000000105040902,3,1,42000
030000000105040903,3,1,50000
030000000105040904,3,1,27000
030000000105040905,3,1,25000
030000000105040906,3,0,32000
030000000105040907,3,0,9999999
030000000105040908,3,0,36000
030000000105040909,3,1,9999998
030000000105050000,3,0,40000
030000000105050001,3,0,36000
030000000105050002,3,0,86000
030000000105050004,3,1,9999999
030000000105050005,3,1,9999999
030000000105050006,3,0,33000
030000000105050007,3,1,29000
030000000105050008,3,0,9999999
030000000105050009,3,1,22000
030000000105050100,3,0,12000
030000000105050101,3,0,16000
030000000105050102,3,0,45000
030000000105050103,3,0,22000
030000000105050104,3,0,9999999
030000000105050105,3,0,12000
030000000105050106,3,0,37000
030000000105050107,3,0,33000
030000000105050108,3,0,9999999
030000000105050109,3,1,26000
030000000105050200,3,0,9999998
030000000105050201,3,0,9999998
030000000105050202,3,0,44000
030000000105050203,3,1,9999999
030000000105050204,3,1,25000
030000000105050205,3,0,40000
030000000105050206,3,0,9999998
030000000105050207,3,0,25000
030000000105050208,3,0,34000
030000000105050209,3,1,50000
030000000105050300,3,0,53000
030000000105050301,3,1,9999999
030000000105050302,3,1,40000
030000000105050303,3,0,9999999
030000000105050304,3,1,42000
030000000105050305,3,1,9999999
030000000105050306,3,0,37000
030000000105050307,3,1,31000
030000000105050308,3,0,9999999
030000000105050309,3,0,37000
030000000105050400,3,0,41000
030000000105050401,3,0,28000
030000000105050402,3,1,25000
030000000105050403,3,1,9999998
030000000105050404,3,0,29000
030000000105050405,3,0,9999999
030000000105050406,3,0,9999999
030000000105050407,3,0,30000
030000000105050408,3,1,26000
030000000105050409,3,0,9999999
030000000105050500,3,1,9999999
030000000105050501,3,0,9999999
030000000105050502,3,0,43000
030000000105050503,3,0,38000
030000000105050504,3,0,38000
030000000105050505,3,0,9999999
030000000105050506,3,0,9999999
030000000105050507,3,1,26000
030000000105050508,3,0,9999998
030000000105050509,3,1,9999998
030000000105050600,3,0,16000
030000000105050601,3,0,9999998
030000000105050602,3,1,46000
030000000105050603,3,0,9999999
030000000105050604,3,0,28000
030000000105050605,3,0,24000
030000000105050606,3,0,9999999
030000000105050607,3,0,100000
030000000105050608,3,1,63000
030000000105050609,3,1,9999999
030000000105050700,3,0,32000
030000000105050701,3,0,30000
030000000105050702,3,0,24000
030000000105050703,3,0,40000
030000000105050704,3,1,18000
030000000105050705,3,0,62000
030000000105050706,3,0,34000
030000000105050707,3,0,9999998
030000000105050708,3,1,34000
030000000105050709,3,0,9999998
030000000105050800,3,0,9999999
030000000105050801,3,1,17000
030000000105050802,3,0,16000
030000000105050803,3,0,9999998
030000000105050804,3,0,25000
030000000105050805,3,0,48000
030000000105050806,3,0,24000
030000000105050807,3,0,26000
030000000105050808,3,0,16000
030000000105050809,3,1,30000
030000000105050900,3,0,9999998
030000000105050901,3,1,21000
030000000105050902,3,1,36000
030000000105050903,3,0,35000
030000000105050904,3,0,17000
030000000105050905,3,0,43000
030000000105050906,3,0,9999998
030000000105050907,3,1,29000
030000000105050908,3,1,38000
030000000105050909,3,0,38000
030000000105060000,3,1,36000
030000000105060001,3,0,9999998
030000000105060002,3,1,25000
030000000105060003,3,0,9999998
030000000105060004,3,0,33000
030000000105060005,3,0,50000
030000000105060006,3,0,9999999
030000000105060007,3,0,22000
030000000105060008,3,0,34000
030000000105060009,3,0,11000
030000000105060100,3,0,9999999
030000000105060101,3,0,9999999
030000000105060102,3,0,25000
030000000105060103,3,0,36000
030000000105060104,3,0,20000
030000000105060105,3,1,9999998
030000000105060106,3,0,21000
030000000105060107,3,0,9999999
030000000105060108,3,1,9999999
030000000105060109,3,0,35000
030000000105060200,3,1,40000
030000000105060201,3,0,47000
030000000105060202,3,0,43000
030000000105060203,3,0,9999998
030000000105060204,3,0,20000
030000000105060205,3,0,29000
030000000105060206,3,0,35000
030000000105060207,3,0,9999998
030000000105060208,3,0,25000
030000000105060209,3,0,22000
030000000105060300,3,1,23000
030000000105060301,3,0,9999999
030000000105060302,3,0,14000
030000000105060303,3,1,9999999
030000000105060304,3,0,14000
030000000105060305,3,0,23000
030000000105060306,3,0,31000
030000000105060307,3,0,47000
030000000105060308,3,1,9999999
030000000105060309,3,1,9999998
030000000105060400,3,0,24000
030000000105060401,3,1,9999999
030000000105060402,3,0,28000
030000000105060403,3,0,34000
030000000105060404,3,0,9999998
030000000105060405,3,0,32000
030000000105060406,3,1,41000
030000000105060407,3,0,30000
030000000105060408,3,0,22000
030000000105060409,3,0,26000
030000000105060500,3,1,40000
030000000105060501,3,0,9999999
030000000105060502,3,0,55000
030000000105060503,3,0,12000
030000000105060504,3,0,35000
030000000105060505,3,0,33000
030000000105060506,3,0,26000
030000000105060507,3,0,9999999
030000000105060508,3,1,12000
030000000105060509,3,0,42000
030000000105060600,3,1,39000
030000000105060601,3,0,30000
030000000105060602,3,0,21000
030000000105060603,3,0,9999999
030000000105060604,3,1,9999999
030000000105060605,3,0,32000
030000000105060606,3,1,49000
030000000105060607,3,1,51000
030000000105060608,3,0,9999999
030000000105060609,3,0,40000
030000000105060700,3,0,24000
030000000105060701,3,0,20000
030000000105060702,3,0,9999998
030000000105060703,3,0,30000
030000000105060704,3,1,9999998
030000000105060705,3,1,9000
030000000105060706,3,1,40000
030000000105060707,3,0,9999999
030000000105060708,3,1,20000
030000000105060709,3,0,13000
030000000105060800,3,0,35000
030000000105060801,3,0,9999999
030000000105060802,3,0,9999999
030000000105060803,3,0,9999998
030000000105060804,3,1,38000
030000000105060805,3,1,58000
030000000105060806,3,0,26000
030000000105060807,3,0,24000
030000000105060808,3,0,55000
030000000105060809,3,0,9999999
030000000105060900,3,0,31000
030000000105060901,3,1,33000
030000000105060902,3,0,9999999
030000000105060903,3,0,35000
030000000105060904,3,1,38000
030000000105060905,3,0,9999999
030000000105060906,3,0,9999998
030000000105060907,3,0,15000
030000000105060908,3,0,27000
030000000105060909,3,0,36000
030000000105070000,3,0,9999998
030000000105070001,3,0,9999999
030000000105070002,3,1,33000
030000000105070003,3,0,9999999
030000000105070004,3,0,49000
030000000105070005,3,0,9999998
030000000105070006,3,0,30000
030000000105070007,3,0,37000
030000000105070008,3,0,43000
030000000105070009,3,1,37000
030000000105070100,3,1,9999999
030000000105070101,3,0,23000
030000000105070102,3,1,26000
030000000105070103,3,0,9999998
030000000105070104,3,0,55000
030000000105070105,3,0,9999998
030000000105070106,3,1,21000
030000000105070107,3,0,24000
030000000105070108,3,0,17000
030000000105070109,3,0,9999999
030000000105070200,3,1,51000
030000000105070201,3,1,24000
030000000105070202,3,1,46000
030000000105070203,3,1,41000
030000000105070204,3,1,19000
030000000105070205,3,1,9999999
030000000105070206,3,0,24000
030000000105070207,3,0,14000
030000000105070208,3,0,68000
030000000105070209,3,1,9999999
030000000105070300,3,0,9999999
030000000105070301,3,0,24000
030000000105070302,3,0,9999998
030000000105070303,3,0,42000
030000000105070304,3,1,9999999
030000000105070305,3,0,24000
030000000105070306,3,0,28000
030000000105070307,3,0,30000
030000000105070308,3,1,35000
030000000105070309,3,0,9999999
030000000105070400,3,0,25000
030000000105070401,3,0,9999999
030000000105070402,3,0,28000
030000000105070403,3,0,20000
030000000105070404,3,0,30000
030000000105070405,3,0,20000
030000000105070406,3,0,30000
030000000105070407,3,0,9999999
030000000105070408,3,0,44000
030000000105070409,3,0,28000
030000000105070500,3,0,9999999
030000000105070501,3,0,40000
030000000105070502,3,1,9999999
030000000105070503,3,0,30000
030000000105070504,3,0,45000
030000000105070505,3,0,9999999
030000000105070506,3,1,100000
030000000105070507,3,0,9999999
030000000105070508,3,0,18000
030000000105070509,3,1,9999999
030000000105070600,3,0,9999999
030000000105070601,3,0,9999999
030000000105070602,3,1,10000
030000000105070603,3,1,18000
030000000105070604,3,1,9999999
030000000105070605,3,0,9999999
030000000105070606,3,1,13000
030000000105070607,3,0,9999999
030000000105070608,3,0,9999999
030000000105070609,3,0,21000
030000000105070700,3,0,50000
030000000105070701,3,0,20000
030000000105070702,3,0,12000
030000000105070703,3,0,9999998
030000000105070704,3,0,9999998
030000000105070705,3,1,60000
030000000105070706,3,1,9999999
030000000105070707,3,1,45000
030000000105070708,3,0,19000
030000000105070709,3,0,9999999
030000000105070800,3,0,30000
030000000105070801,3,0,19000
030000000105070802,3,0,9999998
030000000105070803,3,0,33000
030000000105070804,3,1,33000
030000000105070805,3,0,40000
030000000105070806,3,1,30000
030000000105070807,3,0,14000
030000000105070808,3,0,50000
030000000105070809,3,0,9999998
030000000105070900,3,1,9999999
